StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
5384,7.7,2,3,0,77,4.6,Yes,Yes,70,69,1
5385,8.5,2,2,0,85,4.5,Yes,Yes,71,78,0
5386,8,1,2,0,68,4.5,Yes,No,62,65,1
5387,8.2,1,3,2,90,4.7,Yes,Yes,76,86,0
5388,8.1,0,3,2,88,4.8,Yes,Yes,75,81,0
5389,8.4,1,2,1,73,4,Yes,No,81,63,1
5390,8.3,1,3,1,67,3.7,Yes,Yes,66,68,1
5391,7.4,1,1,0,71,4.3,Yes,Yes,55,66,1
5392,8.5,1,1,2,77,4.3,Yes,Yes,80,81,0
5393,7.8,1,2,1,74,4.2,No,Yes,66,70,1
5394,8.2,1,3,0,84,4.5,Yes,Yes,70,74,0
5395,7,1,1,2,74,4.5,Yes,Yes,78,86,1
5396,8.4,0,1,2,79,3.9,Yes,Yes,80,80,1
5397,8,1,1,2,75,3.7,No,Yes,72,65,1
5398,7.5,1,1,1,69,3.6,No,Yes,55,71,1
5399,8.2,2,3,2,90,4.6,Yes,Yes,83,83,0
5400,7.7,0,1,0,71,3.5,No,No,56,65,1
5401,8.6,0,2,2,81,4.4,Yes,Yes,82,83,0
5402,8.2,1,3,0,89,4.8,Yes,Yes,80,88,1
5403,8.6,2,3,2,87,4.8,Yes,Yes,81,88,0
5404,7.5,2,2,0,72,4.5,Yes,Yes,72,70,1
5405,7.2,1,1,1,79,4.3,No,No,55,75,1
5406,8.4,0,0,2,90,4.8,Yes,Yes,81,84,0
5407,8.3,2,3,2,88,4.8,Yes,Yes,68,82,0
5408,6.8,0,1,0,71,3.3,No,No,57,59,0
5409,7.9,1,3,0,84,4.7,Yes,Yes,70,85,0
5410,8.1,1,3,2,90,4.7,Yes,Yes,85,83,0
5411,6.5,0,1,1,64,4.1,No,No,63,69,1
5412,7.7,1,3,0,78,4.4,Yes,No,55,62,1
5413,8.4,1,2,0,85,4.4,Yes,Yes,79,86,0
5414,8.1,1,3,0,88,4,Yes,Yes,76,66,0
5415,7.4,1,1,1,71,4.3,No,Yes,55,73,1
5416,7.4,1,2,0,80,4.6,No,Yes,76,71,0
5417,8.6,2,3,2,90,4.8,Yes,Yes,81,81,0
5418,7.6,1,1,0,79,4.8,No,Yes,69,71,1
5419,7.3,1,1,0,75,4.4,No,No,55,67,1
5420,7.5,0,2,0,79,3.7,No,No,78,85,0
5421,7.7,0,3,1,84,4.2,Yes,No,67,85,1
5422,7.6,1,1,1,74,4.6,Yes,Yes,72,84,1
5423,8.3,0,3,0,88,4.7,Yes,Yes,73,74,0
5424,6.6,1,2,0,70,4.1,Yes,Yes,55,62,1
5425,7.6,1,3,2,89,4.8,Yes,Yes,83,72,0
5426,7.8,2,3,2,86,4.8,No,Yes,85,84,0
5427,7.7,1,3,2,90,4.4,Yes,Yes,69,86,0
5428,7.9,1,3,1,76,3.8,Yes,No,68,65,1
5429,7.6,1,2,1,65,4.2,No,Yes,62,62,1
5430,7.6,1,2,0,86,4.8,No,Yes,68,65,0
5431,8.1,0,3,1,80,4.6,Yes,Yes,80,81,0
5432,7.6,1,2,1,79,4.8,Yes,Yes,77,85,1
5433,7.7,1,2,1,61,4,No,No,55,66,1
5434,8,2,3,0,89,4.5,Yes,Yes,76,84,0
5435,7.7,1,2,0,78,3.8,No,Yes,61,70,1
5436,7.6,0,1,1,61,3.4,No,Yes,55,72,1
5437,7.7,1,1,2,72,3.7,Yes,Yes,75,73,1
5438,8.1,2,3,2,90,4.7,Yes,Yes,75,86,0
5439,7.9,1,1,0,71,4.4,No,Yes,79,71,1
5440,6.5,1,2,1,64,3.7,No,Yes,55,69,1
5441,8.1,2,3,2,90,4.8,Yes,Yes,82,81,0
5442,6.6,2,2,0,73,4.1,No,No,59,68,1
5443,8.1,2,3,2,88,4.5,Yes,Yes,79,87,1
5444,7.4,1,2,0,69,3.8,No,No,55,64,1
5445,6.5,1,1,0,71,4.2,Yes,Yes,55,75,1
5446,7.9,1,3,1,77,4.1,Yes,Yes,78,69,1
5447,8.1,1,3,0,78,4,Yes,Yes,66,82,1
5448,8.4,2,3,2,89,4.6,Yes,Yes,87,84,0
5449,7.8,1,1,0,77,4,Yes,Yes,83,66,0
5450,8.4,0,3,2,81,4.8,Yes,No,77,84,0
5451,8.7,1,2,0,80,4.5,Yes,Yes,55,64,0
5452,7.4,1,3,1,81,4.4,No,Yes,70,67,1
5453,7.5,1,2,1,81,4.2,No,Yes,61,68,1
5454,8.2,2,3,0,88,4,Yes,Yes,75,75,0
5455,8.4,2,3,2,87,4.8,Yes,No,87,87,0
5456,8.7,2,3,2,83,4,Yes,Yes,77,83,0
5457,7.7,1,2,0,88,4.1,Yes,Yes,55,64,1
5458,7.6,1,2,0,81,4.7,Yes,Yes,74,85,1
5459,8.5,2,3,2,90,4.8,No,Yes,90,83,0
5460,7.9,2,2,2,90,4.8,Yes,No,83,82,0
5461,6.6,1,1,1,80,3.9,Yes,Yes,84,81,1
5462,7.8,2,3,2,85,4.6,Yes,Yes,74,87,1
5463,8.1,2,3,0,77,4.8,Yes,Yes,80,71,0
5464,7.2,1,2,1,74,3.7,No,No,55,72,1
5465,6.5,1,3,3,84,4.5,No,Yes,76,72,1
5466,8.2,2,2,1,74,4.2,No,Yes,76,69,0
5467,8,1,3,2,90,4.8,Yes,Yes,80,84,0
5468,7.7,1,3,0,85,4.8,Yes,No,68,87,0
5469,8.2,1,3,0,87,3.7,Yes,Yes,74,88,0
5470,8.5,2,3,2,90,4.8,Yes,Yes,85,87,0
5471,7.4,1,1,0,62,4.1,No,No,75,66,1
5472,6.8,1,2,1,71,4.7,Yes,Yes,55,58,1
5473,8.1,1,3,2,90,4.8,Yes,Yes,83,88,0
5474,7.4,1,2,0,82,4.3,No,Yes,60,66,1
5475,7.5,1,3,0,90,4.3,Yes,Yes,78,83,0
5476,6.5,1,1,0,77,4.2,No,Yes,55,74,1
5477,6.6,1,1,2,76,4,Yes,Yes,71,85,1
5478,7.8,1,1,1,65,3.7,No,No,55,64,1
5479,7.9,1,3,2,82,4.4,Yes,Yes,70,86,1
5480,6.8,1,1,1,80,4.3,Yes,Yes,55,66,0
5481,7.6,1,2,2,75,4.6,No,No,61,64,1
5482,8.7,2,3,2,85,4.4,Yes,Yes,81,84,0
5483,8.6,1,3,2,90,4.8,Yes,Yes,70,88,0
5484,7.6,0,1,1,73,3.3,No,No,56,62,1
5485,7.9,0,3,2,88,4.6,Yes,Yes,70,80,1
5486,8.2,1,1,1,76,4.1,No,No,58,80,1
5487,7.2,1,1,1,68,3.4,No,No,55,63,1
5488,8.3,2,3,2,68,3.9,Yes,No,77,84,0
5489,7.6,1,2,2,82,4.8,Yes,Yes,64,80,1
5490,8.6,2,3,2,90,4.8,Yes,Yes,84,79,0
5491,8.1,0,1,0,83,4.3,Yes,Yes,68,71,0
5492,7.6,1,1,0,63,4.3,Yes,No,59,60,1
5493,8.4,1,1,0,78,4.3,Yes,Yes,55,69,0
5494,7.8,2,3,2,85,4.7,Yes,Yes,87,85,0
5495,8.6,2,3,2,90,4.8,Yes,Yes,71,88,0
5496,7.6,1,2,0,79,4.2,No,No,55,84,1
5497,8.4,2,3,2,85,4.7,Yes,Yes,87,85,1
5498,7.4,0,2,0,73,3.7,No,Yes,55,71,1
5499,7.4,2,2,0,68,3.8,No,Yes,55,66,1
5500,7.1,2,1,3,71,4.8,Yes,No,72,71,1
5501,8.1,1,1,0,69,4.8,No,No,63,70,1
5502,7.8,1,3,0,89,4,No,Yes,72,84,0
5503,6.6,1,1,0,81,4.4,Yes,Yes,74,75,1
5504,6.7,1,2,0,89,4.7,No,Yes,55,82,1
5505,8.5,2,3,0,85,4.7,Yes,Yes,73,85,1
5506,6.5,0,3,1,75,4.3,No,No,69,62,0
5507,8.2,1,2,1,71,3.7,No,Yes,78,72,1
5508,7,1,2,0,67,3.5,No,Yes,55,63,1
5509,7.4,0,1,0,72,3.7,Yes,No,68,74,1
5510,7.8,1,2,2,90,4.3,Yes,Yes,75,64,1
5511,6.7,1,1,0,75,3.1,Yes,Yes,55,67,1
5512,7.6,1,3,0,87,4.4,Yes,Yes,80,88,1
5513,8.7,0,2,2,84,4.5,Yes,Yes,83,84,1
5514,8.3,2,3,0,82,3.5,Yes,No,82,80,1
5515,7.2,1,2,1,77,4.1,No,Yes,55,64,1
5516,7.7,1,3,0,76,4.5,Yes,No,69,64,0
5517,6.5,1,1,1,62,4,No,No,55,60,1
5518,7.4,1,2,0,69,3.6,No,No,69,68,1
5519,8,0,3,1,90,4.8,Yes,Yes,74,88,1
5520,8.5,2,2,2,81,4.8,Yes,Yes,79,88,0
5521,7.6,1,3,2,88,4.5,Yes,Yes,75,84,0
5522,8.2,0,1,0,88,4,No,No,76,60,1
5523,7.2,1,1,0,66,3.9,Yes,No,61,67,1
5524,7.9,2,1,0,81,3.7,Yes,Yes,79,66,0
5525,7.6,1,3,1,73,4.3,Yes,Yes,77,72,1
5526,7.5,1,3,0,78,3.6,No,Yes,72,84,1
5527,8.4,1,3,0,82,4.3,Yes,Yes,74,68,0
5528,7.7,1,1,0,78,4.4,No,Yes,82,81,1
5529,6.5,0,2,2,88,4.6,No,Yes,71,72,1
5530,6.8,1,2,0,78,4.3,Yes,Yes,75,71,0
5531,8,1,3,2,79,4.6,Yes,Yes,68,87,0
5532,6.6,0,3,0,87,4.6,Yes,Yes,77,77,0
5533,7.5,1,2,1,72,4.5,Yes,Yes,78,81,1
5534,8.2,2,2,2,80,4.5,Yes,Yes,80,85,0
5535,7.5,1,2,1,72,4.4,No,Yes,58,68,1
5536,8.2,2,3,2,90,4.8,Yes,Yes,83,87,0
5537,6.6,2,2,1,61,3.5,No,Yes,55,69,1
5538,7.4,1,2,1,68,4.2,No,Yes,57,64,1
5539,8.3,2,3,0,80,4.2,No,No,87,68,1
5540,8.1,2,3,2,89,4.8,Yes,Yes,87,87,0
5541,8.2,2,3,2,88,4.8,Yes,Yes,67,86,1
5542,6.5,1,1,0,79,4,Yes,Yes,79,74,1
5543,8.7,1,2,0,74,4.8,No,No,74,83,1
5544,8.6,2,3,1,85,4.3,Yes,Yes,79,80,0
5545,7.2,2,3,2,84,4,No,No,77,81,0
5546,8.2,1,3,2,90,4.8,Yes,Yes,85,88,0
5547,7.6,0,1,2,79,4.8,Yes,Yes,56,85,0
5548,7.7,2,2,2,85,4.3,Yes,Yes,82,84,0
5549,8.6,1,1,0,65,3.7,Yes,No,69,62,1
5550,7.9,2,3,2,85,4.7,Yes,Yes,90,84,0
5551,7.5,1,1,0,65,3.9,No,Yes,58,69,1
5552,8,2,2,2,89,4.2,Yes,Yes,82,84,0
5553,7.6,1,1,0,77,4.5,Yes,Yes,70,71,1
5554,8.3,0,2,0,78,4.5,No,Yes,78,66,0
5555,8.4,2,3,2,90,4.8,Yes,Yes,75,88,0
5556,6.5,0,1,2,76,4.1,Yes,Yes,79,65,1
5557,8.1,1,1,3,75,4,No,No,55,66,1
5558,8.4,2,3,2,90,4.8,Yes,Yes,84,79,0
5559,7.8,0,2,1,79,4.7,No,Yes,56,72,1
5560,8.5,1,3,2,90,4.8,Yes,Yes,75,86,1
5561,6.5,1,1,1,83,4.4,No,No,55,74,1
5562,7.8,1,1,1,77,4.5,No,No,56,68,1
5563,6.7,1,2,1,82,4.3,Yes,Yes,77,80,0
5564,6.5,0,2,0,77,4.4,No,Yes,68,84,1
5565,8,2,1,2,88,3.8,Yes,No,82,82,1
5566,7.5,1,1,0,75,4.1,Yes,Yes,61,70,1
5567,6.5,2,1,0,60,4.5,No,No,67,72,1
5568,7.5,1,3,0,83,4.1,Yes,Yes,78,81,0
5569,6.5,2,1,1,82,4.8,No,Yes,75,71,1
5570,8.5,2,3,2,84,4.6,Yes,Yes,85,82,0
5571,6.8,0,1,0,75,4.7,No,Yes,57,62,1
5572,8.5,2,3,0,89,4.2,Yes,Yes,78,87,0
5573,7.7,1,2,2,61,3.8,Yes,Yes,72,61,1
5574,7.2,1,1,0,72,4.1,No,Yes,55,73,1
5575,6.5,0,1,0,66,3.5,No,No,55,67,1
5576,7.6,1,2,1,79,4.5,No,Yes,55,68,1
5577,7.5,1,1,0,68,3.6,No,Yes,69,62,1
5578,7,1,1,1,74,4.4,No,Yes,64,61,1
5579,8.4,2,3,0,85,4.6,Yes,Yes,81,72,1
5580,8.4,1,2,2,79,4.8,Yes,Yes,61,81,1
5581,7.7,0,3,2,86,4.7,Yes,Yes,78,84,0
5582,8.3,1,1,0,75,4.2,Yes,Yes,86,86,0
5583,8.8,1,2,2,77,4.3,Yes,Yes,74,79,0
5584,6.5,1,3,0,90,4.6,Yes,Yes,84,80,0
5585,7.6,2,1,0,73,4,No,Yes,82,75,0
5586,6.5,1,1,0,72,4.5,No,No,55,66,1
5587,7.5,0,1,0,76,4.4,No,No,63,70,1
5588,7.6,1,1,1,72,4.6,Yes,Yes,56,66,0
5589,8.2,1,2,0,78,3.8,No,Yes,55,80,1
5590,6.6,1,2,0,78,4.7,No,Yes,55,65,1
5591,7.5,1,1,0,69,3.8,No,Yes,62,60,1
5592,8.1,0,3,1,86,4.7,Yes,Yes,63,79,0
5593,8.2,1,3,2,90,4.8,Yes,Yes,85,77,0
5594,8.7,2,3,2,90,4.7,Yes,Yes,70,87,0
5595,8,1,3,2,77,4.5,Yes,No,78,77,1
5596,7.5,1,2,1,75,3.7,No,Yes,56,68,1
5597,6.6,1,1,0,70,4.5,No,No,59,68,1
5598,8.2,1,2,2,88,4.4,Yes,Yes,81,85,0
5599,8.5,2,3,2,89,4.8,Yes,Yes,81,78,0
5600,8.6,1,3,2,76,4,No,No,71,88,1
5601,8.4,1,3,2,72,4.6,Yes,No,70,70,0
5602,7.6,1,3,1,73,4.1,No,Yes,80,70,1
5603,8.4,1,3,2,90,4.8,Yes,Yes,69,87,0
5604,8.3,2,3,2,88,4.8,Yes,Yes,87,88,0
5605,8.4,2,3,2,88,4.5,Yes,Yes,90,79,0
5606,8.7,2,3,2,83,4.8,Yes,Yes,79,86,0
5607,7.6,1,2,0,76,4,No,No,62,61,1
5608,8.4,1,3,0,89,4.8,Yes,Yes,79,84,0
5609,8.3,2,3,2,90,4.8,Yes,Yes,80,86,0
5610,6.5,1,1,0,85,4.6,No,Yes,59,65,1
5611,6.9,0,2,1,71,3.2,No,No,55,65,1
5612,8.1,1,2,1,73,4.2,No,Yes,83,87,1
5613,7.7,1,2,0,80,4.6,No,Yes,57,68,1
5614,7.2,0,1,0,75,3.5,No,No,55,74,1
5615,8.3,1,1,2,74,4.1,Yes,Yes,55,66,1
5616,8.3,2,3,0,86,4.7,Yes,Yes,76,84,0
5617,8.2,2,3,3,88,4.8,Yes,Yes,74,86,0
5618,8.4,1,2,0,79,4.3,Yes,Yes,70,74,0
5619,7.4,1,2,1,78,4.6,No,Yes,67,68,1
5620,7.9,1,2,2,84,4.6,No,Yes,67,64,1
5621,7.7,2,3,2,90,4.8,Yes,Yes,88,85,0
5622,7.7,1,2,2,78,3.8,Yes,No,63,67,1
5623,8.7,0,2,1,80,4.8,Yes,Yes,82,79,0
5624,6.8,0,2,1,65,4.8,No,Yes,55,71,1
5625,7.8,2,3,2,82,4.6,No,Yes,86,81,0
5626,7.8,2,3,2,90,4.8,Yes,Yes,85,85,0
5627,7.7,1,1,0,72,4.4,No,No,72,69,1
5628,8.2,2,2,2,70,4.2,Yes,No,56,71,1
5629,8.9,0,3,3,87,4.8,Yes,Yes,73,88,0
5630,7.5,1,2,1,76,3.8,No,Yes,55,75,1
5631,8.3,1,3,2,82,4.8,Yes,Yes,81,83,0
5632,8,1,3,2,90,4.4,Yes,Yes,72,82,0
5633,6.6,0,1,1,69,4.2,No,No,55,68,1
5634,8.2,2,3,2,86,4.4,Yes,Yes,79,85,0
5635,7.6,0,1,2,75,4.5,No,No,80,66,1
5636,6.6,0,2,0,64,3.3,No,Yes,57,65,1
5637,7.4,1,1,0,77,4,No,No,71,67,1
5638,6.6,2,3,0,73,4.5,Yes,Yes,75,72,1
5639,7.5,1,3,2,90,4.8,Yes,Yes,71,84,0
5640,7.3,1,1,1,83,3.8,No,Yes,56,68,1
5641,6.6,0,2,1,63,4.1,No,No,57,62,1
5642,7.7,0,1,0,82,4.1,No,No,58,71,1
5643,7.7,0,1,1,87,3.9,Yes,No,75,82,1
5644,7.6,2,2,1,88,4.8,Yes,Yes,83,86,1
5645,6.5,1,1,0,77,3.6,Yes,Yes,60,74,1
5646,6.5,1,2,1,89,4,No,Yes,55,67,1
5647,8.3,1,3,1,73,4.7,Yes,No,71,65,1
5648,8.5,1,3,1,84,3.9,Yes,Yes,72,82,0
5649,7.4,1,1,0,77,3.6,No,Yes,73,78,1
5650,6.6,1,3,2,89,4.5,Yes,Yes,71,88,0
5651,7.6,1,1,1,71,4.2,Yes,Yes,63,63,1
5652,6.7,0,1,0,74,4.1,Yes,Yes,60,64,1
5653,7.6,0,1,2,75,4.2,Yes,No,77,83,1
5654,7.5,1,1,0,66,3.7,No,No,60,68,1
5655,6.5,1,1,0,74,4.2,No,Yes,55,78,1
5656,8.1,1,2,0,74,4.7,Yes,Yes,61,69,1
5657,7.5,1,3,0,77,4,Yes,Yes,55,65,1
5658,7.3,1,1,0,78,3.1,No,No,63,62,1
5659,8,1,3,2,89,4.3,Yes,Yes,84,88,0
5660,8.3,1,1,0,81,4.5,Yes,No,80,68,0
5661,6.5,1,1,1,85,4.8,No,Yes,55,61,1
5662,7.9,1,3,2,90,4.8,Yes,No,84,88,0
5663,8.8,2,3,3,90,4.8,Yes,Yes,73,87,0
5664,6.5,1,1,1,81,4.7,No,Yes,62,63,1
5665,7.5,0,1,0,88,4.7,No,No,61,60,1
5666,8.3,2,2,0,89,4.8,Yes,Yes,79,82,1
5667,7.4,1,1,1,60,4.3,Yes,Yes,80,75,1
5668,6.5,1,3,1,79,4.2,Yes,Yes,56,65,1
5669,8.3,1,2,0,82,4.5,Yes,Yes,71,67,0
5670,8.7,1,3,2,85,4.8,Yes,Yes,75,85,0
5671,8.1,1,1,2,68,3.2,No,Yes,55,70,1
5672,7.7,1,1,1,79,3.7,No,Yes,59,63,1
5673,8.2,2,3,2,90,4.8,Yes,Yes,90,84,0
5674,6.8,2,3,0,82,4.7,Yes,Yes,86,81,0
5675,7.4,1,1,0,77,3.8,No,No,55,65,1
5676,7.6,2,2,0,74,4,No,Yes,62,83,0
5677,7.7,0,1,0,66,3.7,No,No,55,70,1
5678,8.5,0,3,2,76,4.8,Yes,No,74,81,0
5679,8.6,2,3,1,90,4.8,Yes,Yes,75,83,0
5680,7.5,1,1,1,73,3.5,No,Yes,58,69,1
5681,8.6,2,3,2,90,4.6,Yes,Yes,76,85,0
5682,8.5,1,3,0,88,4.8,Yes,Yes,82,65,0
5683,7.4,1,2,0,76,4.5,No,Yes,55,72,1
5684,8.4,1,3,2,76,4.5,Yes,Yes,82,83,0
5685,7.4,2,3,1,77,4.4,Yes,Yes,78,65,1
5686,8.3,0,3,2,88,4.8,Yes,Yes,74,72,0
5687,8.1,0,2,0,84,4.7,No,Yes,61,69,1
5688,8.5,2,3,2,71,4.6,Yes,Yes,74,83,0
5689,8.3,0,2,2,81,4.4,Yes,No,68,87,0
5690,8.2,2,1,1,90,4,No,Yes,55,66,1
5691,6.7,0,2,1,69,4.4,Yes,Yes,55,72,1
5692,6.6,1,1,0,74,4.6,No,Yes,55,75,1
5693,8.7,2,3,2,90,4.7,Yes,Yes,77,88,0
5694,9,2,3,2,90,4.8,Yes,Yes,73,86,0
5695,7,1,1,0,72,4.5,No,Yes,71,65,1
5696,7.2,1,3,1,71,4.4,Yes,Yes,58,68,1
5697,8.1,0,3,0,86,3.7,Yes,Yes,90,85,0
5698,7.7,1,2,2,78,4.3,Yes,Yes,79,81,0
5699,7.4,1,2,2,66,4.4,No,Yes,61,85,1
5700,8.2,1,2,1,86,4.5,Yes,Yes,74,83,0
5701,8.1,1,2,2,74,4.4,Yes,Yes,79,86,0
5702,7.4,1,1,0,69,4,No,Yes,64,74,1
5703,7.5,0,2,2,73,4.8,Yes,Yes,64,83,0
5704,8.2,2,3,2,90,4.8,Yes,Yes,85,85,0
5705,6.5,1,3,2,71,4.2,No,No,80,88,1
5706,7.6,1,1,0,69,3.9,No,Yes,64,62,1
5707,8.1,1,3,2,89,4.6,Yes,Yes,75,80,0
5708,7.7,1,1,0,82,4.5,Yes,Yes,55,84,1
5709,8.2,2,3,3,90,4.5,Yes,Yes,80,86,1
5710,7.8,2,3,2,90,4.8,Yes,Yes,81,84,0
5711,8.2,0,1,2,81,4.2,Yes,Yes,69,67,1
5712,8.3,1,3,2,90,4.8,Yes,Yes,84,83,0
5713,7.8,1,1,1,70,4.1,No,Yes,79,66,1
5714,6.9,2,2,2,72,3.7,Yes,Yes,58,71,1
5715,7.9,1,3,2,90,4.4,Yes,Yes,80,84,0
5716,7.5,1,2,1,65,4.1,No,No,68,73,1
5717,6.5,1,2,1,68,4.8,No,No,55,68,1
5718,8.2,1,1,2,76,4.5,Yes,Yes,58,81,0
5719,7.9,2,3,2,87,4.8,Yes,Yes,83,69,0
5720,7.2,1,2,2,82,4.5,Yes,No,55,61,1
5721,8.8,2,3,2,90,4.8,Yes,Yes,73,80,0
5722,8,1,0,2,79,4.4,Yes,Yes,73,84,0
5723,7.7,1,0,0,75,3.6,Yes,Yes,55,82,0
5724,8.4,2,3,2,90,4.8,Yes,Yes,84,83,0
5725,8.6,2,3,2,90,4.8,Yes,Yes,85,82,0
5726,7,1,2,0,69,4.7,No,Yes,57,65,0
5727,8.9,2,3,2,90,4.8,Yes,Yes,82,87,0
5728,8.2,2,1,3,88,4.2,Yes,Yes,61,86,0
5729,7.8,0,3,0,83,4.4,Yes,Yes,81,73,1
5730,8.5,0,3,0,84,4.5,Yes,Yes,73,65,0
5731,8,2,3,2,90,4.8,Yes,Yes,77,82,0
5732,7.2,0,1,0,73,4.4,No,Yes,86,76,1
5733,6.5,1,2,0,66,4.2,No,Yes,59,64,1
5734,8,2,1,0,78,4.6,No,No,63,71,0
5735,6.5,1,1,0,72,4.8,No,No,68,70,1
5736,7.3,1,3,0,77,4.5,Yes,Yes,55,66,1
5737,8.3,2,3,2,90,4.8,Yes,Yes,81,87,0
5738,7.5,0,1,1,70,4.5,No,Yes,55,64,1
5739,7.7,0,3,0,84,4.3,Yes,Yes,81,67,0
5740,8,2,3,2,90,4.6,Yes,Yes,77,84,0
5741,7.4,1,2,1,68,3.6,No,No,55,64,1
5742,8.3,2,3,0,90,4.8,Yes,Yes,77,83,0
5743,6.5,1,3,2,77,4.2,Yes,Yes,78,81,1
5744,8.7,1,3,3,88,3.8,Yes,Yes,68,82,1
5745,8.4,2,3,2,90,4.8,Yes,Yes,85,88,0
5746,7.7,2,1,0,83,4.6,No,Yes,63,64,1
5747,7.6,0,1,1,70,3.9,No,Yes,61,71,1
5748,7.7,1,1,0,71,4.1,Yes,Yes,75,70,1
5749,7.6,1,1,1,77,4,No,Yes,55,65,1
5750,7.4,1,1,1,78,3.7,No,Yes,55,64,0
5751,7.5,1,1,1,75,4,No,No,55,74,1
5752,7.5,1,1,1,77,4.5,Yes,No,76,68,1
5753,7.2,1,1,1,72,4.5,Yes,Yes,61,73,1
5754,7.1,0,1,0,87,4.4,No,Yes,75,65,0
5755,7.1,0,3,0,80,4.4,Yes,No,80,83,0
5756,7.6,1,2,2,76,4.8,Yes,Yes,68,85,1
5757,7.6,2,2,1,88,4.6,Yes,Yes,79,86,1
5758,7.5,0,2,1,77,3.8,Yes,Yes,75,73,1
5759,7.3,1,1,1,72,3.5,No,Yes,55,67,1
5760,8.2,1,1,2,82,4.8,Yes,Yes,78,82,0
5761,8.5,2,3,2,79,4.8,No,No,72,69,1
5762,8.2,1,2,0,67,4.1,No,Yes,56,78,1
5763,8.3,0,2,1,89,4.7,No,Yes,56,69,0
5764,8.3,2,3,2,90,4.8,Yes,Yes,87,76,0
5765,8.6,1,2,2,78,4.8,Yes,Yes,84,87,0
5766,7.7,1,3,3,84,4.7,Yes,Yes,78,73,1
5767,8,0,3,0,76,3.6,Yes,Yes,83,71,1
5768,7.4,1,2,2,78,4.7,No,Yes,70,70,0
5769,7.5,1,2,2,89,4.8,Yes,Yes,78,75,0
5770,7.6,1,3,2,84,4.6,Yes,Yes,67,86,0
5771,6.7,1,2,1,89,4.4,No,Yes,65,58,1
5772,8.8,2,3,0,88,4.7,No,Yes,58,87,0
5773,6.5,0,2,0,74,3.5,No,No,61,61,1
5774,8.2,1,1,0,71,4,No,Yes,56,66,1
5775,7.7,1,3,1,71,4.6,Yes,No,55,72,1
5776,7.5,1,1,0,72,4.4,Yes,Yes,55,61,0
5777,8.4,1,1,0,72,3.8,No,No,59,62,1
5778,8,1,1,1,77,4.7,No,Yes,55,71,1
5779,7.5,0,3,1,65,4.2,No,No,58,67,1
5780,8.6,1,3,0,82,4.3,Yes,Yes,71,82,0
5781,8.6,1,3,0,88,4.5,Yes,Yes,78,67,1
5782,6.6,1,3,1,70,4.7,Yes,Yes,55,62,0
5783,6.9,2,3,0,86,4.6,No,Yes,70,85,1
5784,7.4,1,2,0,71,3.7,No,Yes,55,62,1
5785,8.2,1,2,1,77,3.7,Yes,Yes,75,83,0
5786,7.6,1,2,1,77,4.4,No,Yes,55,68,1
5787,8.1,1,3,2,75,3.9,Yes,Yes,74,83,1
5788,8.2,1,1,2,72,4.1,No,Yes,79,69,1
5789,8,2,3,2,79,4.8,No,No,74,79,0
5790,7.5,2,2,2,90,4.3,Yes,Yes,85,83,0
5791,7.9,1,1,0,80,4.4,Yes,Yes,74,86,1
5792,6.7,0,1,0,75,4.2,No,No,60,81,1
5793,7.6,1,2,1,86,4.8,Yes,Yes,72,81,0
5794,7.7,2,1,0,68,4.6,No,No,65,62,1
5795,8.5,1,3,0,85,4.8,Yes,Yes,79,81,0
5796,6.6,1,1,0,69,3.8,No,Yes,61,64,1
5797,7,1,3,2,85,4.3,No,Yes,74,72,0
5798,8.2,1,2,2,84,4.5,Yes,Yes,68,63,0
5799,6.5,1,3,2,84,4.7,No,No,58,69,1
5800,8,0,2,2,87,4.7,Yes,No,72,83,1
5801,7,0,1,1,85,4.8,Yes,No,55,63,1
5802,8,0,1,0,75,3.8,Yes,No,57,64,1
5803,7.7,1,2,1,70,4,Yes,Yes,55,67,1
5804,8,1,3,2,77,4.5,Yes,Yes,79,71,1
5805,7.6,1,3,1,65,3.7,No,No,56,59,1
5806,8.4,2,3,2,89,3.9,Yes,Yes,74,83,0
5807,8.4,1,3,2,79,4.5,Yes,Yes,86,87,0
5808,7.3,0,1,1,75,3.2,No,Yes,56,63,1
5809,8.1,2,3,2,90,4.8,Yes,Yes,90,83,0
5810,6.6,1,2,1,64,3.5,No,Yes,62,66,1
5811,8.3,1,2,3,82,3.7,No,Yes,69,84,1
5812,7.5,0,1,0,79,3.6,No,Yes,77,72,1
5813,8.2,0,3,2,89,4.3,Yes,No,85,84,0
5814,7.6,1,1,2,75,4.8,No,Yes,60,68,1
5815,7.5,1,3,2,88,4.8,Yes,Yes,81,77,0
5816,8.5,2,3,2,90,4.7,Yes,Yes,73,85,0
5817,8.5,1,1,2,87,4.5,Yes,Yes,67,67,0
5818,8.3,2,3,1,90,4.8,Yes,Yes,69,83,0
5819,7.4,1,2,0,68,3.8,No,Yes,57,65,1
5820,7.1,2,2,1,84,3.9,No,No,59,68,1
5821,7.5,1,1,1,80,4.2,No,No,55,62,1
5822,8.5,2,3,2,90,4.7,Yes,Yes,86,80,0
5823,8.2,1,3,0,85,4.4,Yes,No,65,66,1
5824,7.8,1,3,1,85,4.5,Yes,Yes,87,83,0
